,PROPERTIES PAGE,property_name,area,address,sell_price,rent_price,bedrooms,living_rooms,years,efficiency_ratio
323,18,Centrepoint,Western/Sheung Wan Central ,Flat C| High Floor|  Centrepoint| Western/Sheung Wan Central ,$23.00M,$24.800,2.0,2.0,7.0,70.0
324,19,One Lasalle,Kln Tong / Beacon Hill , One Lasalle| Kln Tong / Beacon Hill ,$80.00M,$150.000,4.0,2.0,10.0,73.0
325,19,Celestial Heights,Celestial Heights ,Flat 15| Low Floor|  Celestial Avenue 15| Phase 2| Celestial Heights| Celestial Heights ,$33.00M,$60.000,4.0,2.0,9.0,77.0
326,19,The Long Beach,Olympic Station ,Flat B| High Floor|  Block 6| The Long Beach| Olympic Station ,$20.80M,$60.000,,,14.0,75.0
327,19,Laguna Verde,Hung Hom/Whampoa ,Flat A| Low Floor|  Tower 15| Costal Del Sol| Laguna Verde| Hung Hom/Whampoa ,$47.60M,$60.000,5.0,2.0,19.0,80.0
328,19,Hung On Building,North Point & North Point Midlevel ,Flat D| Middle Floor|  Hung On Building| North Point & North Point Midlevel ,$13.80M,$60.000,3.0,,47.0,77.0
329,19,One Victory,Homantin/Kingspark ,Flat B| Middle Floor|  One Victory| Homantin/Kingspark ,$9.00M,$60.000,2.0,2.0,7.0,63.0
330,19,The Pacifica,Lai Chi Kok ,Flat F| High Floor|  Block 7| Phase 2| The Pacifica| Lai Chi Kok ,$9.00M,$60.000,,,14.0,70.0
331,19,Cullinan West,Sham Shui Po ,Flat B| High Floor|  Tower 2B| Phase 2A| Cullinan West| Sham Shui Po ,$16.80M,$60.000,3.0,2.0,1.0,
332,19,Heya Star,Cheung Sha Wan ,Flat B| High Floor|  Block 2| Heya Star| Cheung Sha Wan ,$8.28M,$60.000,1.0,,3.0,
333,19,Sorrento,Kowloon Station ,Flat E| High Floor|  Block 6| Phase 1| Sorrento| Kowloon Station ,$33.60M,$60.000,3.0,1.0,16.0,76.0
334,19,Skypark,Mongkok ,Flat B1| Middle Floor|  Skypark| Mongkok ,$11.00M,$60.000,1.0,,2.0,
335,19,Boland Court,Kln Tong / Beacon Hill ,Flat F|  Phase 2| Boland Court| Kln Tong / Beacon Hill ,$22.00M,$60.000,3.0,2.0,43.0,91.0
336,19,The Pacifica,Lai Chi Kok ,Flat C| Middle Floor|  Block 1| Phase 2| The Pacifica| Lai Chi Kok ,$11.90M,$60.000,,,14.0,71.0
337,19,Banyan Garden,Lai Chi Kok ,Flat B| High Floor|  Block 6| Phase III| Banyan Garden| Lai Chi Kok ,$8.80M,$60.000,2.0,,14.0,75.0
338,19,Peak Garden Court,Yau Yat Chuen/Shek Kip Mei ,Middle Floor|  Peak Garden Court| Yau Yat Chuen/Shek Kip Mei ,$14.00M,$60.000,2.0,2.0,23.0,78.0
339,19,Liberte,Lai Chi Kok ,Flat E| Low Floor|  Block 2| Liberte| Lai Chi Kok ,$9.60M,$60.000,2.0,2.0,15.0,78.0
340,19,The Austin,Jordan ,Flat B| Low Floor|  Tower 3 - T3A| The Austin| Jordan ,$11.00M,$60.000,1.0,1.0,4.0,
341,19,The Long Beach,Olympic Station ,Flat D| Low Floor|  Block 2| The Long Beach| Olympic Station ,$11.00M,$60.000,2.0,1.0,14.0,75.0
342,20,Banyan Garden,Lai Chi Kok ,Flat D| High Floor|  Block 1| Phase I| Banyan Garden| Lai Chi Kok ,$8.30M,$60.000,2.0,2.0,16.0,73.0
343,20,The Long Beach,Olympic Station ,Flat B| High Floor|  Block 6| The Long Beach| Olympic Station ,$19.00M,$60.000,3.0,1.0,14.0,75.0
344,20,East Point City,Tseung Kwan O ,Flat F| Middle Floor|  Block 5| East Point City| Tseung Kwan O ,$7.70M,$60.000,2.0,2.0,22.0,79.0
345,20,The Arch,Kowloon Station ,Flat E| Low Floor|  Tower 2 (Star Tower)| The Arch| Kowloon Station ,$22.00M,$60.000,2.0,1.0,13.0,74.0
346,20,Harbour Green,Olympic Station ,Flat E| Middle Floor|  Block 1| Harbour Green| Olympic Station ,$24.00M,$60.000,3.0,2.0,12.0,77.0
347,20,Lime Stardom,Mongkok ,Flat E|  Lime Stardom| Mongkok ,$30.00M,$60.000,,,7.0,77.0
348,20,Grand Austin,Tsim Sha Tsui ,Flat A|  Tower 3 - T3| Grand Austin| Tsim Sha Tsui ,$40.00M,$60.000,3.0,1.0,4.0,
349,20,Park Summit,Tai Kok Tsui ,Flat E| Middle Floor|  Block 1| Park Summit| Tai Kok Tsui ,$7.00M,$60.000,1.0,2.0,6.0,77.0
350,20,Dragon Garden,Happy Valley/East Mid Level ,Flat D| Middle Floor|  Dragon Garden| Happy Valley/East Mid Level ,$45.00M,$60.000,3.0,1.0,42.0,91.0
351,20,One Silversea,Olympic Station ,High Floor|  Block 5| One Silversea| Olympic Station ,$72.30M,$60.000,,,13.0,78.0
352,20,Twin Peaks,Tseung Kwan O ,Flat D| High Floor|  Tower 1| Twin Peaks| Tseung Kwan O ,$7.00M,$60.000,,,3.0,
353,20,Telford Gardens,Amoy/Kowloon Bay ,Flat 12| Middle Floor|  Block U| Telford Gardens| Amoy/Kowloon Bay ,$8.00M,$60.000,2.0,2.0,37.0,87.0
354,20,Eltanin．Square Mile,Tai Kok Tsui ,Flat H| Middle Floor|  Block 2| Eltanin．Square Mile| Tai Kok Tsui ,$5.98M,$60.000,1.0,2.0,2.0,
355,20,Mandarin Court,Argyle Street ,Flat 126A| Low Floor|  Block 5| Mandarin Court| Argyle Street ,$19.80M,$60.000,3.0,2.0,56.0,89.0
356,20,Kornhill,Quarry Bay ,Flat 11| Low Floor|  Block C| Kornhill| Quarry Bay ,$10.00M,$60.000,2.0,2.0,33.0,82.0
357,20,Wan Chai,Causeway Bay ,Flat G| High Floor|  One Wanchai| Admiralty| Wan Chai| Causeway Bay ,$24.30M,$60.000,3.0,2.0,6.0,73.0
358,20,The Sparkle,Lai Chi Kok ,Flat E| Middle Floor|  Block 2| The Sparkle| Lai Chi Kok ,$9.28M,$60.000,,,11.0,75.0
359,20,Royal Peninsula,Hung Hom/Whampoa ,Flat B| Low Floor|  Block 1| Royal Peninsula| Hung Hom/Whampoa ,$20.00M,$60.000,4.0,2.0,18.0,76.0
360,21,The Pacifica,Lai Chi Kok ,Flat F| Low Floor|  Block 2| Phase 1| The Pacifica| Lai Chi Kok ,$8.80M,$60.000,,,14.0,70.0
361,21,Metro City,Tseung Kwan O ,Flat C| Low Floor|  Block 03| Phase 1| Metro City| Tseung Kwan O ,$8.38M,$60.000,2.0,2.0,22.0,71.0
362,21,Nan Fung Plaza,Tseung Kwan O ,Flat A| High Floor|  Block 6| Nan Fung Plaza| Tseung Kwan O ,$9.90M,$60.000,3.0,2.0,20.0,75.0
363,21,Hin Ming Court,Tseung Kwan O ,Flat 13| Middle Floor|  Hin Ming Court| Tseung Kwan O ,$5.75M(Prem. Not Paid),$60.000,,,23.0,
364,21,King Lai Court,Wong Tai Sin ,Flat 7| Middle Floor|  Block B| King Lai Court| Wong Tai Sin ,$8.60M(Prem. Paid),$60.000,3.0,2.0,29.0,78.0
365,21,South Horizons,Ap Lei Chau ,Flat A| Low Floor|  Block 09| Phase 2| South Horizons| Ap Lei Chau ,$15.00M,$60.000,3.0,2.0,26.0,79.0
366,21,Tim Po Court,Western Mid-Levels ,Middle Floor|  Block 43| Phase 2| Tim Po Court| Western Mid-Levels ,$11.25M,$60.000,3.0,2.0,25.0,61.0
367,21,Po Lam Estate,Tseung Kwan O ,Flat 2| Middle Floor|  Po Ning House| Po Lam Estate| Tseung Kwan O ,$2.48M(Prem. Not Paid),$60.000,,,31.0,
368,21,Chu Kee Building,North Point & North Point Midlevel ,Flat C| Middle Floor|  Chu Kee Building| North Point & North Point Midlevel ,$5.80M,$60.000,1.0,,45.0,
369,21,Harbour Green,Olympic Station ,Flat D| Low Floor|  Block 5| Harbour Green| Olympic Station ,$11.30M,$60.000,,,12.0,77.0
370,21,Shan Kwong Towers,Happy Valley/East Mid Level ,Flat H| Middle Floor|  Shan Kwong Towers| Happy Valley/East Mid Level ,$13.20M,$32.000,2.0,2.0,43.0,82.0
371,21,Mei Foo Sun Chuen,Mei Foo ,Flat B| Middle Floor|  Broadway 117| Phase IV| Mei Foo Sun Chuen| Mei Foo ,$7.80M,$32.000,,,45.0,75.0
372,21,Southern Lodge,Cheung Sha Wan ,Flat B| High Floor|  Southern Lodge| Cheung Sha Wan ,$11.30M,$27.000,3.0,,11.0,66.0
373,21,Whampoa Garden,Hung Hom/Whampoa ,Flat A| Middle Floor|  Block 06| Site 3| Whampoa Garden| Hung Hom/Whampoa ,$12.28M,$27.000,4.0,2.0,32.0,88.0
374,21,The Victoria Towers,Tsim Sha Tsui ,Flat C| Middle Floor|  Block 3| The Victoria Towers| Tsim Sha Tsui ,$25.00M,$39.000,2.0,1.0,16.0,72.0
375,21,Sea And Sky Court,Stanley/Tai Tam/Shek O , Sea And Sky Court| Stanley/Tai Tam/Shek O ,$30.00M,$39.000,3.0,2.0,53.0,86.0
376,21,Grand Court,Happy Valley/East Mid Level ,Flat B| Low Floor|  Grand Court| Happy Valley/East Mid Level ,$28.00M,$73.000,3.0,2.0,37.0,52.0
377,21,The Victoria Towers,Tsim Sha Tsui ,Flat E| Middle Floor|  Block 3| The Victoria Towers| Tsim Sha Tsui ,$32.00M,$73.000,3.0,1.0,16.0,73.0
378,22,Ocean Shores,Tseung Kwan O ,Flat E| Low Floor|  Block 06| Phase 1| Ocean Shores| Tseung Kwan O ,$9.00M,$73.000,2.0,2.0,18.0,74.0
379,22,South Horizons,Ap Lei Chau ,Flat D| High Floor|  Block 09| Phase 2| South Horizons| Ap Lei Chau ,$13.80M,$73.000,3.0,2.0,26.0,79.0
380,22,Savannah,Tseung Kwan O ,Flat F|  Block 2A| Savannah| Tseung Kwan O ,$7.00M,$73.000,,,2.0,
381,22,East Point City,Tseung Kwan O ,Flat C| High Floor|  Block 6| East Point City| Tseung Kwan O ,$7.80M,$73.000,2.0,2.0,22.0,79.0
382,22,Tycoon Court,Western Mid-Levels ,Flat 1| High Floor|  Block A| Phase 2| Tycoon Court| Western Mid-Levels ,$21.50M,$37.000,2.0,,25.0,75.0
383,22,Mei Foo Sun Chuen,Mei Foo ,Flat B| Low Floor|  Broadway 057| Phase III| Mei Foo Sun Chuen| Mei Foo ,$7.68M,$37.000,,,46.0,75.0
384,22,Wan Chai,Causeway Bay ,Flat 8| Middle Floor|  Wah To Building| Admiralty| Wan Chai| Causeway Bay ,$5.92M,$37.000,,,50.0,80.0
385,22,La Cite Noble,Tseung Kwan O ,Flat G| Middle Floor|  Block 3| La Cite Noble| Tseung Kwan O ,$10.38M,$37.000,3.0,1.0,20.0,73.0
386,22,Lime Stardom,Mongkok ,Flat H| High Floor|  Lime Stardom| Mongkok ,$7.60M,$37.000,,,7.0,78.0
387,22,Metro Harbour View,Tai Kok Tsui ,Flat A| Middle Floor|  Block 06| Phase 1| Metro Harbour View| Tai Kok Tsui ,$6.88M,$37.000,2.0,2.0,16.0,68.0
388,22,Metro Town,Tseung Kwan O ,Flat C| High Floor|  Block 8| Phase 2 (Le Point)| Metro Town| Tseung Kwan O ,$16.50M,$35.000,4.0,2.0,11.0,75.0
389,22,Cullinan West,Sham Shui Po ,Flat K| Low Floor|  Tower 3B| Phase 3 (Cullinan West II)| Cullinan West| Sham Shui Po ,$9.80M,$35.000,,2.0,,
390,22,Marina Cove,Sai Kung , 380 Hiram's Highway (House)| Stage 5| Marina Cove| Sai Kung ,$27.80M,$35.000,4.0,2.0,30.0,72.0
391,22,Golden Phoenix Court,Western Mid-Levels ,Flat A| High Floor|  Golden Phoenix Court| Western Mid-Levels ,$10.50M,$35.000,2.0,2.0,38.0,83.0
392,22,Island Resort,Shau Kei Wan/Chai Wan ,Flat H| High Floor|  Block 7| Island Resort| Shau Kei Wan/Chai Wan ,$10.80M,$25.000,3.0,2.0,18.0,68.0
393,22,Wan Chai,Causeway Bay ,Flat C| Middle Floor|  Yoo Residence| Admiralty| Wan Chai| Causeway Bay ,$19.50M,$25.000,2.0,2.0,3.0,71.0
394,22,Woodland Court,Western Mid-Levels ,Flat C| Middle Floor|  Woodland Court| Western Mid-Levels ,$8.18M,$25.000,1.0,,33.0,77.0
395,22,Seymour,Western Mid-Levels ,Flat A| Low Floor|  Seymour| Western Mid-Levels ,$59.00M,$25.000,5.0,2.0,7.0,74.0
396,23,1 Tai Hang Road,Happy Valley/East Mid Level ,Flat A| Middle Floor|  1 Tai Hang Road| Happy Valley/East Mid Level ,$21.68M,$25.000,3.0,2.0,28.0,80.0
397,23,Lung Tak Court,Stanley/Tai Tam/Shek O ,Flat 7|  Block D| Lung Tak Court| Stanley/Tai Tam/Shek O ,$7.80M(Prem. Paid),$19.000,2.0,,18.0,75.0
398,23,Telford Gardens,Amoy/Kowloon Bay ,Flat 16| Low Floor|  Block J| Telford Gardens| Amoy/Kowloon Bay ,$7.58M,$19.000,2.0,2.0,37.0,81.0
399,23,Fortress Garden,North Point & North Point Midlevel ,Flat A| Middle Floor|  Fu Bon Court| Fortress Garden| North Point & North Point Midlevel ,$13.30M,$30.000,2.0,2.0,38.0,87.0
400,23,Ridge Court,Repulse Bay & Shouson Hill ,High Floor|  Block C| Ridge Court| Repulse Bay & Shouson Hill ,$95.00M,$120.000,3.0,2.0,56.0,77.0
401,23,Taikoo Shing,Taikoo Shing ,Flat A| High Floor|  Pine Mansion| Harbour View Gardens (West)| Taikoo Shing| Taikoo Shing ,$30.00M,$120.000,4.0,2.0,36.0,90.0
402,23,One Kai Tak (I),Kai Tak ,Flat C| Middle Floor|  Tower 2| One Kai Tak (I)| Kai Tak ,$16.00M,$120.000,3.0,2.0,2.0,
403,23,Nan Fung Sun Chuen,Quarry Bay ,Flat A| Low Floor|  Block 04| Nan Fung Sun Chuen| Quarry Bay ,$9.80M,$21.000,3.0,2.0,41.0,82.0
404,23,The Legend At Jardine's Lookout,Happy Valley/East Mid Level ,Flat A| High Floor|  Block 2| The Legend At Jardine's Lookout| Happy Valley/East Mid Level ,$50.00M,$21.000,4.0,2.0,12.0,72.0
405,23,Mei Foo Sun Chuen,Mei Foo ,Flat A| Low Floor|  Broadway 007| Phase I| Mei Foo Sun Chuen| Mei Foo ,$9.98M,$21.000,3.0,2.0,50.0,75.0
406,23,The Merton,Western/Sheung Wan Central ,Flat G| Low Floor|  Block 2| The Merton| Western/Sheung Wan Central ,$13.80M,$21.000,2.0,2.0,14.0,73.0
407,23,Taikoo Shing,Taikoo Shing ,Flat D| Low Floor|  Yuan Kung Mansion| Kam Din Terrace| Taikoo Shing| Taikoo Shing ,$14.50M,$21.000,3.0,2.0,39.0,88.0
408,23,Lung Poon Court,Wong Tai Sin ,Flat 7| Middle Floor|  Block A| Lung Poon Court| Wong Tai Sin ,$7.20M(Prem. Paid),$21.000,2.0,2.0,32.0,74.0
409,23,Grand Promenade,Sai Wan Ho ,Flat B| Low Floor|  Block 6| Grand Promenade| Sai Wan Ho ,$21.00M,$21.000,3.0,2.0,13.0,72.0
410,23,Splendour Villa,Repulse Bay & Shouson Hill ,Flat C| Low Floor|  Splendour Villa| Repulse Bay & Shouson Hill ,$80.00M,$21.000,2.0,,25.0,78.0
411,23,Manhattan Hill,Mei Foo ,Flat B| Middle Floor|  Block 2| Manhattan Hill| Mei Foo ,$38.50M,$75.000,,,12.0,78.0
412,23,Residence Oasis,Tseung Kwan O ,Flat C| High Floor|  Block 1| Residence Oasis| Tseung Kwan O ,$9.70M,$24.500,,,14.0,75.0
413,23,The Merton,Western/Sheung Wan Central ,Flat D| Low Floor|  Block 3| The Merton| Western/Sheung Wan Central ,$13.80M,$29.800,2.0,2.0,14.0,77.0
414,24,1 Tai Hang Road,Happy Valley/East Mid Level ,Flat A| Middle Floor|  1 Tai Hang Road| Happy Valley/East Mid Level ,$21.68M,$29.800,3.0,2.0,28.0,80.0
415,24,Lung Tak Court,Stanley/Tai Tam/Shek O ,Flat 7|  Block D| Lung Tak Court| Stanley/Tai Tam/Shek O ,$7.80M(Prem. Paid),$19.000,2.0,,18.0,75.0
416,24,Telford Gardens,Amoy/Kowloon Bay ,Flat 16| Low Floor|  Block J| Telford Gardens| Amoy/Kowloon Bay ,$7.58M,$19.000,2.0,2.0,37.0,81.0
417,24,Fortress Garden,North Point & North Point Midlevel ,Flat A| Middle Floor|  Fu Bon Court| Fortress Garden| North Point & North Point Midlevel ,$13.30M,$30.000,2.0,2.0,38.0,87.0
418,24,Ridge Court,Repulse Bay & Shouson Hill ,High Floor|  Block C| Ridge Court| Repulse Bay & Shouson Hill ,$95.00M,$120.000,3.0,2.0,56.0,77.0
419,24,Taikoo Shing,Taikoo Shing ,Flat A| High Floor|  Pine Mansion| Harbour View Gardens (West)| Taikoo Shing| Taikoo Shing ,$30.00M,$120.000,4.0,2.0,36.0,90.0
420,24,One Kai Tak (I),Kai Tak ,Flat C| Middle Floor|  Tower 2| One Kai Tak (I)| Kai Tak ,$16.00M,$120.000,3.0,2.0,2.0,
421,24,Nan Fung Sun Chuen,Quarry Bay ,Flat A| Low Floor|  Block 04| Nan Fung Sun Chuen| Quarry Bay ,$9.80M,$21.000,3.0,2.0,41.0,82.0
422,24,The Legend At Jardine's Lookout,Happy Valley/East Mid Level ,Flat A| High Floor|  Block 2| The Legend At Jardine's Lookout| Happy Valley/East Mid Level ,$50.00M,$21.000,4.0,2.0,12.0,72.0
423,24,Mei Foo Sun Chuen,Mei Foo ,Flat A| Low Floor|  Broadway 007| Phase I| Mei Foo Sun Chuen| Mei Foo ,$9.98M,$21.000,3.0,2.0,50.0,75.0
424,24,The Merton,Western/Sheung Wan Central ,Flat G| Low Floor|  Block 2| The Merton| Western/Sheung Wan Central ,$13.80M,$21.000,2.0,2.0,14.0,73.0
425,24,Taikoo Shing,Taikoo Shing ,Flat D| Low Floor|  Yuan Kung Mansion| Kam Din Terrace| Taikoo Shing| Taikoo Shing ,$14.50M,$21.000,3.0,2.0,39.0,88.0
426,24,Lung Poon Court,Wong Tai Sin ,Flat 7| Middle Floor|  Block A| Lung Poon Court| Wong Tai Sin ,$7.20M(Prem. Paid),$21.000,2.0,2.0,32.0,74.0
427,24,Grand Promenade,Sai Wan Ho ,Flat B| Low Floor|  Block 6| Grand Promenade| Sai Wan Ho ,$21.00M,$21.000,3.0,2.0,13.0,72.0
428,24,Splendour Villa,Repulse Bay & Shouson Hill ,Flat C| Low Floor|  Splendour Villa| Repulse Bay & Shouson Hill ,$80.00M,$21.000,2.0,,25.0,78.0
429,24,Manhattan Hill,Mei Foo ,Flat B| Middle Floor|  Block 2| Manhattan Hill| Mei Foo ,$38.50M,$75.000,,,12.0,78.0
430,24,Residence Oasis,Tseung Kwan O ,Flat C| High Floor|  Block 1| Residence Oasis| Tseung Kwan O ,$9.70M,$24.500,,,14.0,75.0
431,24,The Merton,Western/Sheung Wan Central ,Flat D| Low Floor|  Block 3| The Merton| Western/Sheung Wan Central ,$13.80M,$29.800,2.0,2.0,14.0,77.0
432,25,Wilton Place,Western Mid-Levels ,Flat A| Middle Floor|  Wilton Place| Western Mid-Levels ,$15.00M,$29.800,2.0,2.0,21.0,74.0
433,25,Wan Chai,Causeway... ,Flat F| Middle Floor|  Hennessy Road 475-477| East South Building| Admiralty| Wan Chai| Causeway... ,$7.00M,$29.800,2.0,,53.0,82.0
434,25,The Coronation,Tsim Sha Tsui ,Flat E| High Floor|  Block 7| The Coronation| Tsim Sha Tsui ,$10.00M,$29.800,1.0,1.0,6.0,77.0
435,25,Park Central,Tseung Kwan O ,Flat F| Low Floor|  Block 06| Phase 1| Park Central| Tseung Kwan O ,$11.00M,$29.800,3.0,2.0,16.0,75.0
436,25,East Point City,Tseung Kwan O ,Flat D| Low Floor|  Block 8| East Point City| Tseung Kwan O ,$9.10M,$29.800,3.0,2.0,22.0,80.0
437,25,Residence Bel-Air,Pokfulam/Residence ,Flat B|  Block 6| Phase 6 (Bel-Air No.8)| Residence Bel-Air| Pokfulam/Residence ,$24.68M,$29.800,2.0,,10.0,78.0
438,25,Fung Fai Court,Happy Valley/East Mid Level ,Flat D| Low Floor|  Fung Fai Court| Happy Valley/East Mid Level ,$9.10M,$29.800,2.0,1.0,41.0,80.0
439,25,Lions Rise,Wong Tai Sin ,Flat B| Middle Floor|  Block 3B| Lions Rise| Wong Tai Sin ,$15.00M,$30.000,4.0,2.0,7.0,77.0
440,25,Corinthia By The Sea,Tseung Kwan O ,Flat G|  Block 6| Corinthia By The Sea| Tseung Kwan O ,$10.50M,$30.000,,,3.0,
441,25,Telford Gardens,Amoy/Kowloon Bay ,Flat 5| Low Floor|  Block L| Telford Gardens| Amoy/Kowloon Bay ,$8.20M,$30.000,2.0,2.0,38.0,89.0
442,25,Vision City,Tsuen Wan ,Flat D| Middle Floor|  Block 5| Vision City| Tsuen Wan ,$11.00M,$30.000,,,12.0,76.0
443,25,Twin Peaks,Tseung Kwan O ,Flat C|  Tower 2| Twin Peaks| Tseung Kwan O ,$6.82M,$30.000,,,3.0,
444,25,The Babington,Western Mid-Levels ,Flat A| Low Floor|  The Babington| Western Mid-Levels ,$58.00M,$108.000,4.0,,9.0,72.0
445,25,King Shan Court,Wong Tai Sin ,Flat 5| High Floor|  Block B| King Shan Court| Wong Tai Sin ,$6.95M(Prem. Paid),$108.000,3.0,2.0,36.0,84.0
446,25,Yuk Ming Court,Tseung Kwan O ,Flat 14| Middle Floor|  Block A( Wai Ming Court )| Yuk Ming Court| Tseung Kwan O ,$6.50M(Prem. Paid),$108.000,,,23.0,73.0
447,25,Marina Cove,Sai Kung , 380 Hiram's Highway (House)| Stage 4| Marina Cove| Sai Kung ,$38.00M,$108.000,3.0,2.0,30.0,72.0
448,25,Upper East,To Kwa Wan ,Flat L|  Block 1A| Upper East| To Kwa Wan ,$5.00M,$12.000,,,,
449,25,Residence Bel-Air,Pokfulam/Residence , Bel-Air Rise (House)| Phase 3| Residence Bel-Air| Pokfulam/Residence ,$330.00M,$300.000,4.0,,14.0,77.0
450,26,Island Harbourview,Olympic Station ,Flat A| Low Floor|  Block 10| Island Harbourview| Olympic Station ,$13.80M,$28.000,2.0,2.0,19.0,75.0
451,26,Jade Villa,Sai Kung , 83B Ngau Liu| Jade Villa| Sai Kung ,$14.00M,$28.000,,,,
452,26,Villa Lotto,Happy Valley/East Mid Level ,Flat 02| Low Floor|  Block A| Villa Lotto| Happy Valley/East Mid Level ,$80.00M,$28.000,4.0,2.0,31.0,90.0
453,26,Ronsdale Garden,Happy Valley/East Mid Level ,Flat B| Middle Floor|  Block 1| Ronsdale Garden| Happy Valley/East Mid Level ,$26.00M,$50.000,2.0,2.0,33.0,80.0
454,26,Robinson Heights,Western Mid-Levels ,Flat C| High Floor|  Block 3| Robinson Heights| Western Mid-Levels ,$22.22M,$40.000,3.0,2.0,29.0,85.0
455,26,Lions Rise,Wong Tai Sin ,Flat C| High Floor|  Block 5A| Lions Rise| Wong Tai Sin ,$12.50M,$40.000,2.0,1.0,7.0,77.0
456,26,The Legend At Jardine's Lookout,Happy Valley/East Mid Level ,Flat A| High Floor|  Block 1| The Legend At Jardine's Lookout| Happy Valley/East Mid Level ,$160.00M,$40.000,4.0,2.0,12.0,78.0
457,26,Aspen Crest,Wong Tai Sin ,Flat C| Low Floor|  Aspen Crest| Wong Tai Sin ,$5.55M,$40.000,1.0,1.0,,
458,26,South Horizons,Ap Lei Chau ,Flat B| Low Floor|  Block 17| Phase 3| South Horizons| Ap Lei Chau ,$12.00M,$28.000,3.0,2.0,25.0,78.0
459,26,Shining Heights,Tai Kok Tsui ,Flat C| Low Floor|  Shining Heights| Tai Kok Tsui ,$9.00M,$24.800,2.0,2.0,10.0,71.0
460,26,Grand Austin,Tsim Sha Tsui ,Flat C| Low Floor|  Tower 3 - T3| Grand Austin| Tsim Sha Tsui ,$50.00M,$24.800,4.0,1.0,4.0,
461,26,Caroline Height,Happy Valley/East Mid Level ,Flat A| Middle Floor|  Caroline Height| Happy Valley/East Mid Level ,$17.50M,$24.800,3.0,2.0,34.0,71.0
462,26,Shouson Peak,Repulse Bay & Shouson Hill , 9-19 Shouson Hill Road (House)| Shouson Peak| Repulse Bay & Shouson Hill ,$438.00M,$450.000,5.0,,7.0,70.0
463,26,Crescent Heights,Happy Valley/East Mid Level ,Flat E| Low Floor|  Crescent Heights| Happy Valley/East Mid Level ,$17.50M,$32.000,2.0,2.0,22.0,81.0
464,26,Vibe Centro,Kai Tak ,Flat E| Middle Floor|  Tower 2B| Vibe Centro| Kai Tak ,$13.70M,$32.000,2.0,2.0,,
465,26,Wan Chai,Causeway Bay ,Flat 350A| Low Floor|  Cheong Ip Building| Admiralty| Wan Chai| Causeway Bay ,$5.40M,$32.000,2.0,2.0,53.0,77.0
466,26,Ying Ming Court,Tseung Kwan O ,Flat 1| Middle Floor|  Ming On House| Ying Ming Court| Tseung Kwan O ,$5.90M(Prem. Paid),$32.000,,,30.0,78.0
467,26,Greenway Terrace,Happy Valley/East Mid Level ,Flat A| Middle Floor|  Block 2| Greenway Terrace| Happy Valley/East Mid Level ,$16.00M,$32.000,3.0,2.0,26.0,72.0
468,27,Scenecliff,Western Mid-Levels ,Flat D| High Floor|  Block 1| Scenecliff| Western Mid-Levels ,$15.50M,$32.000,2.0,2.0,28.0,78.0
469,27,Oscar By The Sea,Tseung Kwan O ,Flat D| High Floor|  Block 7| Phase 2| Oscar By The Sea| Tseung Kwan O ,$8.18M,$32.000,,,17.0,75.0
470,27,On Kay Court,Amoy/Kowloon Bay ,Flat 2| Low Floor|  Block C| On Kay Court| Amoy/Kowloon Bay ,$6.50M(Prem. Paid),$32.000,3.0,2.0,35.0,
471,27,Aquamarine,Lai Chi Kok ,Flat G| High Floor|  Block 3| Aquamarine| Lai Chi Kok ,$10.00M,$32.000,2.0,2.0,15.0,75.0
472,27,South Horizons,Ap Lei Chau ,Flat A| Middle Floor|  Block 26| Phase 4 (The Oasis)| South Horizons| Ap Lei Chau ,$9.30M,$32.000,2.0,2.0,24.0,79.0
473,27,Parc Oasis,Yau Yat Chuen/Shek Kip Mei ,Flat G| Middle Floor|  Block 11| Parc Oasis| Yau Yat Chuen/Shek Kip Mei ,$10.50M,$32.000,2.0,2.0,26.0,80.0
474,27,Tak Bo Garden,Amoy/Kowloon Bay ,Flat A7| High Floor|  Block A| Tak Bo Garden| Amoy/Kowloon Bay ,$5.30M,$32.000,,,34.0,71.0
475,27,Tak Bo Garden,Amoy/Kowloon Bay ,Flat B7| Middle Floor|  Block B| Tak Bo Garden| Amoy/Kowloon Bay ,$5.10M,$32.000,1.0,2.0,34.0,71.0
476,27,The Ascent,Cheung Sha Wan ,Flat F| High Floor|  The Ascent| Cheung Sha Wan ,$6.30M,$32.000,1.0,,1.0,
477,27,Taikoo Shing,Taikoo Shing ,Flat A| Low Floor|  Lotus Mansion| Harbour View Gardens (East)| Taikoo Shing| Taikoo Shing ,$25.50M,$32.000,4.0,2.0,35.0,90.0
478,27,Hampton Place,Olympic Station ,Flat C| Middle Floor|  Block 2| Hampton Place| Olympic Station ,$9.80M,$20.000,2.0,2.0,15.0,70.0
479,27,The Coronation,Tsim Sha Tsui ,Flat C| Low Floor|  Block 5| The Coronation| Tsim Sha Tsui ,$18.00M,$28.000,2.0,1.0,6.0,76.0
480,27,Taikoo Shing,Taikoo Shing ,Flat A| Low Floor|  Po On Mansion| On Shing Terrace| Taikoo Shing| Taikoo Shing ,$16.00M,$28.000,3.0,1.0,38.0,88.0
481,27,Soho 38,Western Mid-Levels ,Flat B| Low Floor|  Soho 38| Western Mid-Levels ,$7.55M,$22.000,,2.0,10.0,67.0
482,27,Yee Fung Building,Happy Valley/East Mid Level ,Flat F| Low Floor|  Yee Fung Building| Happy Valley/East Mid Level ,$6.50M,$18.000,1.0,,46.0,76.0
